character,dialogue,movie
Tony Stark,"Just him, or Anton Vanko in on this too?",iron_man_2
Nick Fury,"Anton Vanko is the other side of that coin. Anton saw it as a way to get rich. When your father found out, he had him deported. When the Russians found out he couldn’t deliver they shipped his ass off to Siberia and he spent the next 20 years in a vodka-fuelled rage. Not quite the environment you want to raise a kid in, the son you had the misfortune of crossing paths with in Monaco.",iron_man_2
Tony Stark,You told me I hadn’t tried everything. What do you mean I haven’t tried everything? What haven’t I tried?,iron_man_2
Nick Fury,He said that you were the only person with the means and knowledge to finish what he started.,iron_man_2
Tony Stark,He said that?,iron_man_2
Nick Fury,"Are you that guy? Are you? ‘Cause if you are, then you can solve the riddle of your heart.",iron_man_2
Tony Stark,"I don’t know where you get your information, but he wasn’t my biggest fan.",iron_man_2
Nick Fury,What do you remember about your dad?,iron_man_2
Tony Stark,"He was cold, he was calculating. He never told me he loved me. He never even told me he liked me, so it’s a little tough for me to digest when you’re telling me he said the whole future was riding on me and he’s passing it down. I don’t get that. You’re talking about a guy who’s happiest day was when he shipped me off to boarding school.",iron_man_2
Nick Fury,That’s not true.,iron_man_2
Tony Stark,"Well, then, clearly you knew my dad better than I did.",iron_man_2
Nick Fury,"As a matter of fact, I did. He was one of the founding members of SHIELD.",iron_man_2
Tony Stark,What?,iron_man_2
Nick Fury,I got a two o’clock,iron_man_2
Tony Stark,"Wait, wait, wait, wait. What’s this?",iron_man_2
Nick Fury,"Okay, you’re good, right?",iron_man_2
Tony Stark,"No, I’m not good.",iron_man_2
Nick Fury,You got this? Right? Right?,iron_man_2
Tony Stark,Got what? I don’t even know what I’m supposed to get.,iron_man_2
Nick Fury,"Natasha will remain a floater at Stark with her cover intact. You remember Agent Coulson, right?",iron_man_2
Tony Stark,Yeah.,iron_man_2
Nick Fury,"And Tony, remember, I got my eye on you. [Fury leaves]",iron_man_2
Tony Stark,"[Turning to Agent Coulson] Please. First thing, I need a little bodywork. I’ll put in a little time at the lab. If we could send one of your goon squad down to The Coffee Bean, Cross Creek, for a Starbucks run, or something like that, that’d be nice.",iron_man_2
agent coulson,"I’m not here for that. I’ve been authorised by Director Fury to use any means necessary to keep you on premises. If you attempt to leave or play any games, I will tase you and watch Supernanny while you drool into the carpet. Okay?",iron_man_2
Tony Stark,"I think I got it, yeah.",iron_man_2
agent coulson,Enjoy your evening’s entertainment. [Leaves. Tony looks at the box that has been left for him.],iron_man_2
major allen,Think this is the power source?,iron_man_2
Rhodey,"Major, this is not a scientific exercise. Let’s just focus on arming it, all right?",iron_man_2
major allen,"Yes, sir.",iron_man_2
justin,"[Entering. Sucking on a red lollipop.] Oh, yes! Oh, yes, yes, yes. Is it my birthday? You got it. What did you do? What did you do? Is this what I think it is?",iron_man_2
Rhodey,"Yes it is. Hammer, I want to know what you’re gonna do for us.",iron_man_2
justin,"What am I going to do for you? Well, the first thing I’m gonna do for you is I’m gonna upgrade your software. And then, second, I think I should…",iron_man_2
Rhodey,That’s not what I’m talking about. I’m talking about firepower.,iron_man_2
justin,"Well, you’re talking to the right guy. [Bites lollipop. Time jump. Kind of. He now has weapons to show to Rhodey.] Claridge Hi-Tec, semi-automatic, 9mm pistol. Too downtown? I agree. M24 shotgun, pump action. Five-round magazine. You know what? You’re not a hunter. What am I talking about? I’m getting rid of it. This is the FN-2000 from Belgium. They do make something better than waffles. It’s beautiful, But I can tell this isn’t disco enough for you, so I’m gonna put it right here. You’re looking at a Milkor 40mm grenade launcher. Tear gas, smoke. Hippie control. You’re tough. Let me tell you something. Size does matter. Don’t let anyone tell you different. This is an M134 7.62 Minigun. Six invidual barrels. The torso taker, powder maker. Our boys in uniform call in Uncle Gazpacho or Puff the Magic Dragon. Okay. These are the Cubans, baby. This is the Cohibas, the Montecristos. This is a kinetic-kill, side-winder vehicle with a secondary cyclotrimethlyenetrinitamine DX burst. It’s capable of busting the bunker under the bunker you just busted. If it were any smarter, it would write a book. A book that would make Ulysses look like it was written in crayon. It would read it to you. This is my Eiffel Tower. This is my Rachmaninoff’s Third. My Pieta. It’s completely elegant. It’s bafflingly beautiful. And it’s capable of reducing the population of any standing structure to zero. I call it the Ex-Wife. That’s the best I got. Are we gonna do this? Give me something here. You’re like a sphinx. I can’t read you.",iron_man_2
Rhodey,I think I’ll take it.,iron_man_2
justin,Which one?,iron_man_2
Rhodey,All of it.,iron_man_2
justin,All of it.,iron_man_2
Howard Stark,"Everything is achievable through technology. Better living, robust heath, [Tony is flicking through a notebook as the video plays] and for the first time in human history, the possibility of world peace. I’m Howard Stark, and everything you’ll need for the future can be found right here. City of the Future? City of Tomorrow? City of… I’m Howard Stark and everything you’ll need in the future can be found right here. So, from all of us at Stark Industries, I would like to personally… Tony, what are you doing back there? What is that? [Little Tony has picked one of the buildings up off the model.] Put that back. Put it back where you got it from. Where’s your mother? Maria? Go on. Go, go, go, go. [A man takes little Tony off, presumably to where his mother is]",iron_man_2
man (out of sight),"All right, I think we got…",iron_man_2
Howard Stark,I’ll… I’ll… I’ll come in and… [Video changes],iron_man_2
man,Are you waiting on me? [Howard drinks. Looks like whiskey. Video changes again],iron_man_2
Howard Stark,"So, from all of us at Stark Industries, I’d like to personally show you my ass. I’d like to… I can’t… This is… I can’t… We have this, don’t we? This is a ridiculous way… Everything [Tony reaches end of notebook. Blank pages. Probably ones his father never got to fill in as he died] is achievable through technology. [Tony throws the book to one side and drinks] Tony. You’re too young to understand this right now, so I thought I would put it on film for you. I built this for you. And someday you’ll realise that it represents a whole lot more than just people’s inventions. It represents my life’s work. This is the key to the future. I’m limited by the technology of my time, but one day you’ll figure this out. And when you do, you will change the world. What is and always will be my greatest creation is you. [Tony looks like he’s about to cry as the film ends.",iron_man_2
Tony Stark,How much?,iron_man_2
strawberry man,$6. Six.,iron_man_2
Tony Stark,I don’t have any dough. Here. [Takes off watch],iron_man_2
strawberry man,"No, sir, that’s too much.",iron_man_2
Tony Stark,"No, it’s fine. Take that. It’s fine",iron_man_2
strawberry man,"No, señor.",iron_man_2
Tony Stark,"Take it. Take it. I don’t like people handing me things. If you just drop that there, that’d be great.",iron_man_2
strawberry man,Are you Iron Man?,iron_man_2
Tony Stark,Sometimes.,iron_man_2
strawberry man,[As Tony drives off] We believe in you!,iron_man_2
Pepper Potts,It was an illegal seizure of trademark property.,iron_man_2
pa,Miss Potts?,iron_man_2
Tony Stark,Relax.,iron_man_2
pa,Mr Stark…,iron_man_2
Tony Stark,Is here.,iron_man_2
pa,He refuses…,iron_man_2
Tony Stark,I don’t. It’s fine. I’ll just be a second.,iron_man_2
Pepper Potts,"Listen, it’s our position that Stark has and continues to maintain propriety ownership of the Mark II platform.",iron_man_2
news reporter (on telly),"When Mr Stark announced he was indeed Iron Man, he was making a promise to America.",iron_man_2
Pepper Potts,"No, the suit belongs to us.",iron_man_2
news reporter,We trusted that he would look out for us.,iron_man_2
Pepper Potts,"Yeah, but you’re not…",iron_man_2
news reporter,He obviously did not.,iron_man_2
Pepper Potts,Burt…,iron_man_2
news reporter,And now we learn that his secretary…,iron_man_2
Pepper Potts,"Yes, it does.",iron_man_2
news reporter,"…a woman named Virginia “Pepper” Potts, has been appointed as CEO of Stark Industries. What are her qualifications?",iron_man_2
Pepper Potts,No.,iron_man_2
news reporter,Miss Potts has done nothing to manage this terrible…,iron_man_2
Tony Stark,Mute.,iron_man_2
Pepper Potts,"No… Burt… Burt… Burt, listen to me. Don’t tell me that we have the best patent lawyers in the country and then not let me pursue this.",iron_man_2
Tony Stark,[Looking at boxes and things in the corner.] I’ll get this stuff out of here.,iron_man_2
Pepper Potts,"Well, then, tell the President to sign an order. We’ll talk about it at the Expo. [Tony pulls back a sheet and finds the same model as that that was in the video with his father] Hammer’s giving some presentation tomorrow evening. Will Tony Stark be there?",iron_man_2
Tony Stark,[Pulling up a chair] Will I?,iron_man_2
Pepper Potts,"No, he will not. Bye.",iron_man_2
Tony Stark,I would like to be. Got a minute?,iron_man_2
Pepper Potts,No.,iron_man_2
Tony Stark,"Come on, you just got off the phone. You’re fine. 30 seconds.",iron_man_2
Pepper Potts,Twenty-nine Twenty-eight.,iron_man_2
Tony Stark,"I was just driving over here, and I thought I was coming to basically apologise, but I’m not.",iron_man_2
Pepper Potts,You didn’t come here to apologise?,iron_man_2
Tony Stark,"Look, that goes without saying, and I’m working on that. But I haven’t been entirely upfront with you, and I just want to try to make good. Can I move this? This is crazy. It’s like a Ferris wheel, going. I’m trying to get some…",iron_man_2
Pepper Potts,No.,iron_man_2
Tony Stark,"Do you know how short life is? And if I never got to express… And by the way, this is somewhat revelatory to me. And I don’t care… I mean, I care. It would be nice. I’m not expecting you to… Look, here’s what I’m trying to say. I’m just gonna say it.",iron_man_2
Pepper Potts,"Let me stop you right here, okay? Because if you say “I” one more time, I’m gonna actually hurl something at your head, I think. I am trying to run a company. Do you have any idea what that entails?",iron_man_2
Tony Stark,Yes.,iron_man_2
Pepper Potts,"People are relying on you to be Iron Man and you’ve disappeared, and all I’m doing is putting out your fires and taking the heat of it. I am trying to do the job that you were meant to do. Did you bring me strawberries? Did you know that there’s only one thing on Earth that I’m allergic to?",iron_man_2
Tony Stark,Allergic to strawberries. This is progress Pepper. I knew there was a correlation between you and this.,iron_man_2
Pepper Potts,I need you…,iron_man_2
Tony Stark,I need you too.,iron_man_2
Pepper Potts,…to leave now,iron_man_2
Tony Stark,That’s what I’m trying to…,iron_man_2
Natasha Romanov,[Entering as Natalie in front of Happy] Ms Potts?,iron_man_2
Pepper Potts,"Hi, come on in.",iron_man_2
Natasha Romanov,Wheels up in 25 minutes.,iron_man_2
Pepper Potts,Thank you.,iron_man_2
Happy Hogan,"Anything else, boss?",iron_man_2
Tony Stark,"I’m good, Hap.",iron_man_2
Pepper Potts,"No, I’ll be just another minute.",iron_man_2
Tony Stark,"I lost both the kids in the divorce. [Tony looks over to Happy, who shakes his head.] Are you blending in well here, Natalie? Here are Stark Enterprises? Your name is Natalie, isn’t it? I thought you two didn’t get along?",iron_man_2
Pepper Potts,No. That’s not so.,iron_man_2
Tony Stark,It’s just me you don’t care for. No? Nothing?,iron_man_2
Pepper Potts,"Actually, while you’re here maybe you and Natalie could discuss the matter of the personal belongings.",iron_man_2
Natasha Romanov,Absolutely. [Pepper and Happy leave] I’m surprised you can keep your mouth shut.,iron_man_2
Tony Stark,"Boy, you’re good. You are mind-blowingly duplicitous. How do you do it? You just tear things… You’re a triple imposter. I’ve never seen anything like you. Is there anything real about you? Do you even speak Latin?",iron_man_2
